State,District,Centre,Category,Course,SC,ST,EWS,Total,Female
Jharkhand,Chatra,Ranchi,Undergoing,IoT,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,CCAAPA,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,Web Developer,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,Data Entry,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,Info Security,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,Product Assembly Assistant,35,25,0,60,NA
Jharkhand,Chatra,Ranchi,Undergoing,O Level,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,Machine Learning,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,IoT,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,CCAAPA,75,45,0,120,NA
Jharkhand,Chatra,Ranchi,Undergoing,Web Developer,0,0,0,0,NA
Jharkhand,Chatra,Ranchi,Undergoing,Data Entry,72,47,1,120,NA
Jharkhand,Chatra,Ranchi,Undergoing,Info Security,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Product Assembly Assistant,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Machine Learning,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,CCAAPA,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Data Entry,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Info Security,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Product Assembly Assistant,149,7,34,190,NA
West Bengal,Birbhum,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Machine Learning,20,0,0,20,NA
West Bengal,Birbhum,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,CCAAPA,99,12,5,116,NA
West Bengal,Birbhum,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Birbhum,Kolkata,Undergoing,Data Entry,249,32,75,356,NA
West Bengal,Birbhum,Kolkata,Undergoing,Info Security,20,0,0,20,NA
West Bengal,Purulia,Kolkata,Undergoing,Product Assembly Assistant,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,Machine Learning,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,CCAAPA,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,Data Entry,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,Info Security,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,Product Assembly Assistant,124,21,30,175,NA
West Bengal,Purulia,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,Machine Learning,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,CCAAPA,53,50,66,169,NA
West Bengal,Purulia,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Purulia,Kolkata,Undergoing,Data Entry,139,89,41,269,NA
West Bengal,Purulia,Kolkata,Undergoing,Info Security,33,0,3,36,NA
West Bengal,Howrah,Kolkata,Undergoing,Product Assembly Assistant,0,0,0,0,NA
West Bengal,Howrah,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Howrah,Kolkata,Undergoing,Machine Learning,25,0,0,25,NA
West Bengal,Howrah,Kolkata,Undergoing,IoT,16,0,9,25,NA
West Bengal,Howrah,Kolkata,Undergoing,CCAAPA,0,0,0,0,NA
West Bengal,Howrah,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Howrah,Kolkata,Undergoing,Data Entry,0,0,0,0,NA
West Bengal,Howrah,Kolkata,Undergoing,Info Security,15,0,0,15,NA
West Bengal,Howrah,Kolkata,Undergoing,Product Assembly Assistant,20,0,169,189,NA
West Bengal,Howrah,Kolkata,Undergoing,O Level,29,1,0,30,NA
West Bengal,Howrah,Kolkata,Undergoing,Machine Learning,55,0,11,66,NA
West Bengal,Howrah,Kolkata,Undergoing,IoT,15,1,0,16,NA
West Bengal,Howrah,Kolkata,Undergoing,CCAAPA,60,0,20,80,NA
West Bengal,Howrah,Kolkata,Undergoing,Web Developer,13,0,6,19,NA
West Bengal,Howrah,Kolkata,Undergoing,Data Entry,100,22,41,163,NA
West Bengal,Howrah,Kolkata,Undergoing,Info Security,42,0,0,42,NA
West Bengal,Maldah,Kolkata,Undergoing,Product Assembly Assistant,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,Machine Learning,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,CCAAPA,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,Data Entry,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,Info Security,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,Product Assembly Assistant,34,0,0,34,NA
West Bengal,Maldah,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,Machine Learning,60,0,0,60,NA
West Bengal,Maldah,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,CCAAPA,133,9,0,142,NA
West Bengal,Maldah,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Maldah,Kolkata,Undergoing,Data Entry,200,5,0,205,NA
West Bengal,Maldah,Kolkata,Undergoing,Info Security,35,0,0,35,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Product Assembly Assistant,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Machine Learning,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,CCAAPA,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Data Entry,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Info Security,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Product Assembly Assistant,95,16,18,129,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,O Level,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Machine Learning,10,0,0,10,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,IoT,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,CCAAPA,84,31,35,150,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Web Developer,0,0,0,0,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Data Entry,61,13,0,74,NA
West Bengal,Uttar Dinajpur,Kolkata,Undergoing,Info Security,57,0,0,57,NA
Bihar,Gaya,Patna,Undergoing,Product Assembly Assistant,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,CCAAPA,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,Web Developer,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,Data Entry,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,Product Assembly Assistant,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Gaya,Patna,Undergoing,CCAAPA,28,0,2,30,NA
Bihar,Gaya,Patna,Undergoing,Web Developer,28,1,6,35,NA
Bihar,Gaya,Patna,Undergoing,Data Entry,72,1,30,103,NA
Bihar,Gaya,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,Product Assembly Assistant,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,CCAAPA,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,Web Developer,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,Data Entry,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,Product Assembly Assistant,68,12,10,90,NA
Bihar,Rohtas,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Rohtas,Patna,Undergoing,CCAAPA,25,0,9,34,NA
Bihar,Rohtas,Patna,Undergoing,Web Developer,24,0,6,30,NA
Bihar,Rohtas,Patna,Undergoing,Data Entry,24,0,9,33,NA
Bihar,Rohtas,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,Product Assembly Assistant,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,CCAAPA,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,Web Developer,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,Data Entry,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,Product Assembly Assistant,40,10,10,60,NA
Bihar,Lakhisarai,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Lakhisarai,Patna,Undergoing,CCAAPA,82,0,26,108,NA
Bihar,Lakhisarai,Patna,Undergoing,Web Developer,24,0,6,30,NA
Bihar,Lakhisarai,Patna,Undergoing,Data Entry,72,0,39,111,NA
Bihar,Lakhisarai,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,Product Assembly Assistant,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,CCAAPA,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,Web Developer,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,Data Entry,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,Product Assembly Assistant,200,10,10,220,NA
Bihar,Motihari,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Motihari,Patna,Undergoing,CCAAPA,42,0,18,60,NA
Bihar,Motihari,Patna,Undergoing,Web Developer,42,0,18,60,NA
Bihar,Motihari,Patna,Undergoing,Data Entry,42,0,18,60,NA
Bihar,Motihari,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,Product Assembly Assistant,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,CCAAPA,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,Web Developer,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,Data Entry,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,Info Security,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,Product Assembly Assistant,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,O Level,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,Machine Learning,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,IoT,0,0,0,0,NA
Bihar,Purnea,Patna,Undergoing,CCAAPA,21,0,9,30,NA
Bihar,Purnea,Patna,Undergoing,Web Developer,42,0,18,60,NA
Bihar,Purnea,Patna,Undergoing,Data Entry,21,0,9,30,NA
Bihar,Purnea,Patna,Undergoing,Info Security,0,0,0,0,NA
